,accuracy,accuracy,macro_f1,macro_f1,roc_auc,roc_auc,ap,ap,parameters
,mean,std,mean,std,mean,std,mean,std,first
architecture,,,,,,,,,
Compact CNN baseline,0.6773276776246023,0.008331889105727729,0.6960893546058308,0.013323682610990652,0.8435199091387828,0.010222091301085284,0.908669147646387,0.006310118951877534,16356
Equal-width 64,0.7402757158006363,0.0076596169241716595,0.7584381247774042,0.009218660468823107,0.8852247531086415,0.0032734242207714515,0.9324754805615303,0.0023326576754015994,21044
MLP baseline,0.6744008483563096,0.0075840752857589365,0.6916532790655021,0.008108360994409773,0.8416029231814572,0.0043803241661234515,0.9056746277925853,0.0026403559684465227,39044
No dilation,0.704475079533404,0.019115451005292848,0.7208559532007813,0.025411012230617678,0.8628119246175965,0.005611802589363766,0.9198395625787741,0.0021284979612346024,63836
Smaller 32-48-64,0.7395546129374336,0.014449322365454504,0.7575139209475974,0.016015853806187988,0.8828281050682184,0.008784062020101924,0.9315328042402555,0.005707998024514694,20932
Submitted CNN/TCN,0.7385365853658536,0.02210788302203639,0.7565207435598503,0.023268199328977727,0.87910491994231,0.007668920816422452,0.9287406270863607,0.004766014060570246,63836
